Date,Product,Sales,Inventory
2026-03-09,Smartphone,88,500
2026-03-10,Smartphone,84,500
2026-03-11,Smartphone,92,500
2026-03-12,Smartphone,101,500
2026-03-13,Smartphone,97,500
2026-03-14,Smartphone,100,500
2026-03-15,Smartphone,110,500
2026-03-16,Smartphone,100,500
2026-03-17,Smartphone,91,500
2026-03-18,Smartphone,99,500
2026-03-19,Smartphone,99,500
2026-03-20,Smartphone,90,500
2026-03-21,Smartphone,113,500
2026-03-22,Smartphone,115,500
2026-03-23,Smartphone,107,500
2026-03-24,Smartphone,107,500
2026-03-25,Smartphone,90,500
2026-03-26,Smartphone,93,500
2026-03-27,Smartphone,104,500
2026-03-28,Smartphone,116,500
2026-03-29,Smartphone,116,500
2026-03-30,Smartphone,127,500
2026-03-31,Smartphone,104,500
2026-04-01,Smartphone,108,500
2026-04-02,Smartphone,107,500
2026-04-03,Smartphone,105,500
2026-04-04,Smartphone,110,500
2026-04-05,Smartphone,118,500
2026-04-06,Smartphone,95,500
2026-04-07,Smartphone,98,500
2026-04-08,Smartphone,97,500
2026-04-09,Smartphone,100,500
2026-04-10,Smartphone,116,500
2026-04-11,Smartphone,98,500
2026-04-12,Smartphone,116,500
2026-04-13,Smartphone,88,500
2026-04-14,Smartphone,95,500
2026-04-15,Smartphone,106,500
2026-04-16,Smartphone,99,500
2026-04-17,Smartphone,90,500
2026-04-18,Smartphone,104,500
2026-04-19,Smartphone,114,500
2026-04-20,Smartphone,92,500
2026-04-21,Smartphone,98,500
2026-04-22,Smartphone,96,500
2026-04-23,Smartphone,91,500
2026-04-24,Smartphone,110,500
2026-04-25,Smartphone,112,500
2026-04-26,Smartphone,93,500
2026-04-27,Smartphone,96,500
2026-04-28,Smartphone,89,500
2026-04-29,Smartphone,100,500
2026-04-30,Smartphone,88,500
2026-05-01,Smartphone,92,500
2026-05-02,Smartphone,108,500
2026-05-03,Smartphone,110,500
2026-05-04,Smartphone,83,500
2026-05-05,Smartphone,89,500
2026-05-06,Smartphone,88,500
2026-05-07,Smartphone,86,500
2026-05-08,Smartphone,103,500
2026-05-09,Smartphone,105,500
2026-05-10,Smartphone,93,500
2026-05-11,Smartphone,96,500
2026-05-12,Smartphone,105,500
2026-05-13,Smartphone,97,500
2026-05-14,Smartphone,79,500
2026-05-15,Smartphone,86,500
2026-05-16,Smartphone,110,500
2026-05-17,Smartphone,96,500
2026-05-18,Smartphone,92,500
2026-05-19,Smartphone,94,500
2026-05-20,Smartphone,82,500
2026-05-21,Smartphone,88,500
2026-05-22,Smartphone,66,500
2026-05-23,Smartphone,94,500
2026-05-24,Smartphone,99,500
2026-05-25,Smartphone,80,500
2026-05-26,Smartphone,100,500
2026-05-27,Smartphone,79,500
2026-05-28,Smartphone,86,500
2026-05-29,Smartphone,90,500
2026-05-30,Smartphone,112,500
2026-05-31,Smartphone,92,500
2026-06-01,Smartphone,98,500
2026-06-02,Smartphone,90,500
2026-06-03,Smartphone,84,500
2026-06-04,Smartphone,94,500
2026-06-05,Smartphone,93,500
2026-06-06,Smartphone,99,500
2026-06-07,Smartphone,104,500
2026-06-08,Smartphone,90,500
2026-06-09,Smartphone,93,500
2026-06-10,Smartphone,98,500
2026-06-11,Smartphone,105,500
2026-06-12,Smartphone,85,500
2026-06-13,Smartphone,121,500
2026-06-14,Smartphone,93,500
2026-06-15,Smartphone,94,500
2026-06-16,Smartphone,100,500
2026-06-17,Smartphone,98,500
2026-06-18,Smartphone,93,500
2026-06-19,Smartphone,96,500
2026-06-20,Smartphone,106,500
2026-06-21,Smartphone,106,500
2026-06-22,Smartphone,105,500
2026-06-23,Smartphone,102,500
2026-06-24,Smartphone,95,500
2026-06-25,Smartphone,107,500
2026-06-26,Smartphone,103,500
2026-06-27,Smartphone,119,500
2026-06-28,Smartphone,119,500
2026-06-29,Smartphone,97,500
2026-06-30,Smartphone,99,500
2026-07-01,Smartphone,109,500
2026-07-02,Smartphone,108,500
2026-07-03,Smartphone,104,500
2026-07-04,Smartphone,118,500
2026-07-05,Smartphone,126,500
2026-07-06,Smartphone,102,500
2026-07-07,Smartphone,110,500
2026-07-08,Smartphone,105,500
2026-07-09,Smartphone,105,500
2026-07-10,Smartphone,115,500
2026-07-11,Smartphone,125,500
2026-07-12,Smartphone,125,500
2026-07-13,Smartphone,117,500
2026-07-14,Smartphone,108,500
2026-07-15,Smartphone,113,500
2026-07-16,Smartphone,107,500
2026-07-17,Smartphone,111,500
2026-07-18,Smartphone,120,500
2026-07-19,Smartphone,122,500
2026-07-20,Smartphone,113,500
2026-07-21,Smartphone,104,500
2026-07-22,Smartphone,124,500
2026-07-23,Smartphone,102,500
2026-07-24,Smartphone,101,500
2026-07-25,Smartphone,130,500
2026-07-26,Smartphone,127,500
2026-07-27,Smartphone,114,500
2026-07-28,Smartphone,114,500
2026-07-29,Smartphone,109,500
2026-07-30,Smartphone,103,500
2026-07-31,Smartphone,109,500
2026-08-01,Smartphone,116,500
2026-08-02,Smartphone,127,500
2026-08-03,Smartphone,107,500
2026-08-04,Smartphone,102,500
2026-08-05,Smartphone,105,500
2026-08-06,Smartphone,110,500
2026-08-07,Smartphone,103,500
2026-08-08,Smartphone,113,500
2026-08-09,Smartphone,120,500
2026-08-10,Smartphone,108,500
2026-08-11,Smartphone,102,500
2026-08-12,Smartphone,102,500
2026-08-13,Smartphone,107,500
2026-08-14,Smartphone,95,500
2026-08-15,Smartphone,107,500
2026-08-16,Smartphone,111,500
2026-08-17,Smartphone,102,500
2026-08-18,Smartphone,106,500
2026-08-19,Smartphone,113,500
2026-08-20,Smartphone,109,500
2026-08-21,Smartphone,101,500
2026-08-22,Smartphone,114,500
2026-08-23,Smartphone,107,500
2026-08-24,Smartphone,101,500
2026-08-25,Smartphone,99,500
2026-08-26,Smartphone,103,500
2026-08-27,Smartphone,95,500
2026-03-01,Headphones,86,850
2026-03-02,Headphones,81,850
2026-03-03,Headphones,70,850
2026-03-04,Headphones,74,850
2026-03-05,Headphones,77,850
2026-03-06,Headphones,70,850
2026-03-07,Headphones,87,850
2026-03-08,Headphones,86,850
2026-03-09,Headphones,75,850
2026-03-10,Headphones,69,850
2026-03-11,Headphones,75,850
2026-03-12,Headphones,79,850
2026-03-13,Headphones,86,850
2026-03-14,Headphones,95,850
2026-03-15,Headphones,104,850
2026-03-16,Headphones,71,850
2026-03-17,Headphones,83,850
2026-03-18,Headphones,79,850
2026-03-19,Headphones,93,850
2026-03-20,Headphones,72,850
2026-03-21,Headphones,84,850
2026-03-22,Headphones,86,850
2026-03-23,Headphones,64,850
2026-03-24,Headphones,75,850
2026-03-25,Headphones,74,850
2026-03-26,Headphones,80,850
2026-03-27,Headphones,82,850
2026-03-28,Headphones,105,850
2026-03-29,Headphones,98,850
2026-03-30,Headphones,76,850
2026-03-31,Headphones,73,850
2026-04-01,Headphones,83,850
2026-04-02,Headphones,71,850
2026-04-03,Headphones,93,850
2026-04-04,Headphones,100,850
2026-04-05,Headphones,88,850
2026-04-06,Headphones,67,850
2026-04-07,Headphones,89,850
2026-04-08,Headphones,78,850
2026-04-09,Headphones,88,850
2026-04-10,Headphones,68,850
2026-04-11,Headphones,86,850
2026-04-12,Headphones,90,850
2026-04-13,Headphones,78,850
2026-04-14,Headphones,75,850
2026-04-15,Headphones,82,850
2026-04-16,Headphones,70,850
2026-04-17,Headphones,76,850
2026-04-18,Headphones,89,850
2026-04-19,Headphones,92,850
2026-04-20,Headphones,81,850
2026-04-21,Headphones,68,850
2026-04-22,Headphones,64,850
2026-04-23,Headphones,84,850
2026-04-24,Headphones,77,850
2026-04-25,Headphones,81,850
2026-04-26,Headphones,96,850
2026-04-27,Headphones,74,850
2026-04-28,Headphones,81,850
2026-04-29,Headphones,73,850
2026-04-30,Headphones,87,850
2026-05-01,Headphones,84,850
2026-05-02,Headphones,82,850
2026-05-03,Headphones,90,850
2026-05-04,Headphones,75,850
2026-05-05,Headphones,80,850
2026-05-06,Headphones,63,850
2026-05-07,Headphones,74,850
2026-05-08,Headphones,77,850
2026-05-09,Headphones,69,850
2026-05-10,Headphones,72,850
2026-05-11,Headphones,54,850
2026-05-12,Headphones,66,850
2026-05-13,Headphones,73,850
2026-05-14,Headphones,78,850
2026-05-15,Headphones,68,850
2026-05-16,Headphones,91,850
2026-05-17,Headphones,70,850
2026-05-18,Headphones,55,850
2026-05-19,Headphones,67,850
2026-05-20,Headphones,70,850
2026-05-21,Headphones,67,850
2026-05-22,Headphones,53,850
2026-05-23,Headphones,78,850
2026-05-24,Headphones,70,850
2026-05-25,Headphones,72,850
2026-05-26,Headphones,70,850
2026-05-27,Headphones,61,850
2026-05-28,Headphones,64,850
2026-05-29,Headphones,60,850
2026-05-30,Headphones,79,850
2026-05-31,Headphones,87,850
2026-06-01,Headphones,61,850
2026-06-02,Headphones,72,850
2026-06-03,Headphones,65,850
2026-06-04,Headphones,63,850
2026-06-05,Headphones,69,850
2026-06-06,Headphones,74,850
2026-06-07,Headphones,78,850
2026-06-08,Headphones,62,850
2026-06-09,Headphones,84,850
2026-06-10,Headphones,71,850
2026-06-11,Headphones,67,850
2026-06-12,Headphones,73,850
2026-06-13,Headphones,84,850
2026-06-14,Headphones,83,850
2026-06-15,Headphones,78,850
2026-06-16,Headphones,79,850
2026-06-17,Headphones,71,850
2026-06-18,Headphones,71,850
2026-06-19,Headphones,73,850
2026-06-20,Headphones,72,850
2026-06-21,Headphones,78,850
2026-06-22,Headphones,86,850
2026-06-23,Headphones,89,850
2026-06-24,Headphones,76,850
2026-06-25,Headphones,82,850
2026-06-26,Headphones,81,850
2026-06-27,Headphones,113,850
2026-06-28,Headphones,100,850
2026-06-29,Headphones,79,850
2026-06-30,Headphones,74,850
2026-07-01,Headphones,70,850
2026-07-02,Headphones,83,850
2026-07-03,Headphones,77,850
2026-07-04,Headphones,84,850
2026-07-05,Headphones,90,850
2026-07-06,Headphones,76,850
2026-07-07,Headphones,95,850
2026-07-08,Headphones,90,850
2026-07-09,Headphones,84,850
2026-07-10,Headphones,95,850
2026-07-11,Headphones,97,850
2026-07-12,Headphones,91,850
2026-07-13,Headphones,96,850
2026-07-14,Headphones,89,850
2026-07-15,Headphones,79,850
2026-07-16,Headphones,85,850
2026-07-17,Headphones,80,850
2026-07-18,Headphones,89,850
2026-07-19,Headphones,105,850
2026-07-20,Headphones,100,850
2026-07-21,Headphones,77,850
2026-07-22,Headphones,90,850
2026-07-23,Headphones,82,850
2026-07-24,Headphones,83,850
2026-07-25,Headphones,94,850
2026-07-26,Headphones,92,850
2026-07-27,Headphones,87,850
2026-07-28,Headphones,80,850
2026-07-29,Headphones,88,850
2026-07-30,Headphones,86,850
2026-07-31,Headphones,84,850
2026-08-01,Headphones,91,850
2026-08-02,Headphones,93,850
2026-08-03,Headphones,90,850
2026-08-04,Headphones,88,850
2026-08-05,Headphones,78,850
2026-08-06,Headphones,85,850
2026-08-07,Headphones,89,850
2026-08-08,Headphones,84,850
2026-08-09,Headphones,99,850
2026-08-10,Headphones,78,850
2026-08-11,Headphones,87,850
2026-08-12,Headphones,77,850
2026-08-13,Headphones,69,850
2026-08-14,Headphones,70,850
2026-08-15,Headphones,94,850
2026-08-16,Headphones,95,850
2026-08-17,Headphones,74,850
2026-08-18,Headphones,85,850
2026-08-19,Headphones,68,850
2026-08-20,Headphones,79,850
2026-08-21,Headphones,70,850
2026-08-22,Headphones,86,850
2026-08-23,Headphones,90,850
2026-08-24,Headphones,72,850
2026-08-25,Headphones,75,850
2026-08-26,Headphones,84,850
2026-08-27,Headphones,73,850
2026-03-01,Smartwatch,63,180
2026-03-02,Smartwatch,38,180
2026-03-03,Smartwatch,50,180
2026-03-04,Smartwatch,57,180
2026-03-05,Smartwatch,30,180
2026-03-06,Smartwatch,42,180
2026-03-07,Smartwatch,64,180
2026-03-08,Smartwatch,59,180
2026-03-09,Smartwatch,52,180
2026-03-10,Smartwatch,46,180
2026-03-11,Smartwatch,51,180
2026-03-12,Smartwatch,50,180
2026-03-13,Smartwatch,60,180
2026-03-14,Smartwatch,66,180
2026-03-15,Smartwatch,67,180
2026-03-16,Smartwatch,50,180
2026-03-17,Smartwatch,50,180
2026-03-18,Smartwatch,50,180
2026-03-19,Smartwatch,57,180
2026-03-20,Smartwatch,51,180
2026-03-21,Smartwatch,69,180
2026-03-22,Smartwatch,81,180
2026-03-23,Smartwatch,61,180
2026-03-24,Smartwatch,53,180
2026-03-25,Smartwatch,64,180
2026-03-26,Smartwatch,53,180
2026-03-27,Smartwatch,42,180
2026-03-28,Smartwatch,61,180
2026-03-29,Smartwatch,55,180
2026-03-30,Smartwatch,54,180
2026-03-31,Smartwatch,57,180
2026-04-01,Smartwatch,68,180
2026-04-02,Smartwatch,59,180
2026-04-03,Smartwatch,55,180
2026-04-04,Smartwatch,74,180
2026-04-05,Smartwatch,53,180
2026-04-06,Smartwatch,58,180
2026-04-07,Smartwatch,62,180
2026-04-08,Smartwatch,46,180
2026-04-09,Smartwatch,64,180
2026-04-10,Smartwatch,59,180
2026-04-11,Smartwatch,65,180
2026-04-12,Smartwatch,72,180
2026-04-13,Smartwatch,72,180
2026-04-14,Smartwatch,57,180
2026-04-15,Smartwatch,57,180
2026-04-16,Smartwatch,52,180
2026-04-17,Smartwatch,49,180
2026-04-18,Smartwatch,72,180
2026-04-19,Smartwatch,60,180
2026-04-20,Smartwatch,54,180
2026-04-21,Smartwatch,50,180
2026-04-22,Smartwatch,57,180
2026-04-23,Smartwatch,55,180
2026-04-24,Smartwatch,60,180
2026-04-25,Smartwatch,61,180
2026-04-26,Smartwatch,62,180
2026-04-27,Smartwatch,45,180
2026-04-28,Smartwatch,48,180
2026-04-29,Smartwatch,54,180
2026-04-30,Smartwatch,56,180
2026-05-01,Smartwatch,44,180
2026-05-02,Smartwatch,68,180
2026-05-03,Smartwatch,71,180
2026-05-04,Smartwatch,52,180
2026-05-05,Smartwatch,62,180
2026-05-06,Smartwatch,43,180
2026-05-07,Smartwatch,40,180
2026-05-08,Smartwatch,36,180
2026-05-09,Smartwatch,71,180
2026-05-10,Smartwatch,65,180
2026-05-11,Smartwatch,47,180
2026-05-12,Smartwatch,50,180
2026-05-13,Smartwatch,40,180
2026-05-14,Smartwatch,64,180
2026-05-15,Smartwatch,48,180
2026-05-16,Smartwatch,60,180
2026-05-17,Smartwatch,64,180
2026-05-18,Smartwatch,50,180
2026-05-19,Smartwatch,48,180
2026-05-20,Smartwatch,41,180
2026-05-21,Smartwatch,50,180
2026-05-22,Smartwatch,60,180
2026-05-23,Smartwatch,68,180
2026-05-24,Smartwatch,70,180
2026-05-25,Smartwatch,44,180
2026-05-26,Smartwatch,40,180
2026-05-27,Smartwatch,47,180
2026-05-28,Smartwatch,48,180
2026-05-29,Smartwatch,56,180
2026-05-30,Smartwatch,48,180
2026-05-31,Smartwatch,71,180
2026-06-01,Smartwatch,48,180
2026-06-02,Smartwatch,46,180
2026-06-03,Smartwatch,42,180
2026-06-04,Smartwatch,38,180
2026-06-05,Smartwatch,56,180
2026-06-06,Smartwatch,63,180
2026-06-07,Smartwatch,54,180
2026-06-08,Smartwatch,42,180
2026-06-09,Smartwatch,49,180
2026-06-10,Smartwatch,64,180
2026-06-11,Smartwatch,51,180
2026-06-12,Smartwatch,43,180
2026-06-13,Smartwatch,64,180
2026-06-14,Smartwatch,64,180
2026-06-15,Smartwatch,36,180
2026-06-16,Smartwatch,55,180
2026-06-17,Smartwatch,54,180
2026-06-18,Smartwatch,61,180
2026-06-19,Smartwatch,70,180
2026-06-20,Smartwatch,77,180
2026-06-21,Smartwatch,68,180
2026-06-22,Smartwatch,51,180
2026-06-23,Smartwatch,77,180
2026-06-24,Smartwatch,60,180
2026-06-25,Smartwatch,60,180
2026-06-26,Smartwatch,61,180
2026-06-27,Smartwatch,75,180
2026-06-28,Smartwatch,73,180
2026-06-29,Smartwatch,58,180
2026-06-30,Smartwatch,59,180
2026-07-01,Smartwatch,63,180
2026-07-02,Smartwatch,60,180
2026-07-03,Smartwatch,59,180
2026-07-04,Smartwatch,78,180
2026-07-05,Smartwatch,76,180
2026-07-06,Smartwatch,76,180
2026-07-07,Smartwatch,48,180
2026-07-08,Smartwatch,74,180
2026-07-09,Smartwatch,76,180
2026-07-10,Smartwatch,53,180
2026-07-11,Smartwatch,77,180
2026-07-12,Smartwatch,78,180
2026-07-13,Smartwatch,59,180
2026-07-14,Smartwatch,63,180
2026-07-15,Smartwatch,61,180
2026-07-16,Smartwatch,81,180
2026-07-17,Smartwatch,76,180
2026-07-18,Smartwatch,91,180
2026-07-19,Smartwatch,87,180
2026-07-20,Smartwatch,62,180
2026-07-21,Smartwatch,66,180
2026-07-22,Smartwatch,74,180
2026-07-23,Smartwatch,62,180
2026-07-24,Smartwatch,75,180
2026-07-25,Smartwatch,81,180
2026-07-26,Smartwatch,80,180
2026-07-27,Smartwatch,75,180
2026-07-28,Smartwatch,73,180
2026-07-29,Smartwatch,68,180
2026-07-30,Smartwatch,78,180
2026-07-31,Smartwatch,62,180
2026-08-01,Smartwatch,86,180
2026-08-02,Smartwatch,86,180
2026-08-03,Smartwatch,67,180
2026-08-04,Smartwatch,72,180
2026-08-05,Smartwatch,60,180
2026-08-06,Smartwatch,75,180
2026-08-07,Smartwatch,67,180
2026-08-08,Smartwatch,77,180
2026-08-09,Smartwatch,87,180
2026-08-10,Smartwatch,63,180
2026-08-11,Smartwatch,58,180
2026-08-12,Smartwatch,56,180
2026-08-13,Smartwatch,71,180
2026-08-14,Smartwatch,58,180
2026-08-15,Smartwatch,90,180
2026-08-16,Smartwatch,63,180
2026-08-17,Smartwatch,77,180
2026-08-18,Smartwatch,67,180
2026-08-19,Smartwatch,64,180
2026-08-20,Smartwatch,61,180
2026-08-21,Smartwatch,67,180
2026-08-22,Smartwatch,76,180
2026-08-23,Smartwatch,83,180
2026-08-24,Smartwatch,64,180
2026-08-25,Smartwatch,64,180
2026-08-26,Smartwatch,60,180
2026-08-27,Smartwatch,62,180
2026-03-01,Tablet,49,120
2026-03-02,Tablet,24,120
2026-03-03,Tablet,27,120
2026-03-04,Tablet,42,120
2026-03-05,Tablet,38,120
2026-03-06,Tablet,36,120
2026-03-07,Tablet,50,120
2026-03-08,Tablet,53,120
2026-03-09,Tablet,35,120
2026-03-10,Tablet,34,120
2026-03-11,Tablet,41,120
2026-03-12,Tablet,33,120
2026-03-13,Tablet,43,120
2026-03-14,Tablet,41,120
2026-03-15,Tablet,61,120
2026-03-16,Tablet,45,120
2026-03-17,Tablet,44,120
2026-03-18,Tablet,49,120
2026-03-19,Tablet,54,120
2026-03-20,Tablet,50,120
2026-03-21,Tablet,42,120
2026-03-22,Tablet,46,120
2026-03-23,Tablet,39,120
2026-03-24,Tablet,44,120
2026-03-25,Tablet,48,120
2026-03-26,Tablet,39,120
2026-03-27,Tablet,46,120
2026-03-28,Tablet,51,120
2026-03-29,Tablet,52,120
2026-03-30,Tablet,35,120
2026-03-31,Tablet,38,120
2026-04-01,Tablet,35,120
2026-04-02,Tablet,38,120
2026-04-03,Tablet,52,120
2026-04-04,Tablet,50,120
2026-04-05,Tablet,75,120
2026-04-06,Tablet,48,120
2026-04-07,Tablet,45,120
2026-04-08,Tablet,38,120
2026-04-09,Tablet,48,120
2026-04-10,Tablet,39,120
2026-04-11,Tablet,56,120
2026-04-12,Tablet,73,120
2026-04-13,Tablet,42,120
2026-04-14,Tablet,50,120
2026-04-15,Tablet,37,120
2026-04-16,Tablet,41,120
2026-04-17,Tablet,54,120
2026-04-18,Tablet,49,120
2026-04-19,Tablet,65,120
2026-04-20,Tablet,45,120
2026-04-21,Tablet,36,120
2026-04-22,Tablet,44,120
2026-04-23,Tablet,46,120
2026-04-24,Tablet,43,120
2026-04-25,Tablet,39,120
2026-04-26,Tablet,45,120
2026-04-27,Tablet,36,120
2026-04-28,Tablet,37,120
2026-04-29,Tablet,41,120
2026-04-30,Tablet,38,120
2026-05-01,Tablet,27,120
2026-05-02,Tablet,50,120
2026-05-03,Tablet,52,120
2026-05-04,Tablet,39,120
2026-05-05,Tablet,42,120
2026-05-06,Tablet,40,120
2026-05-07,Tablet,37,120
2026-05-08,Tablet,33,120
2026-05-09,Tablet,34,120
2026-05-10,Tablet,48,120
2026-05-11,Tablet,34,120
2026-05-12,Tablet,34,120
2026-05-13,Tablet,23,120
2026-05-14,Tablet,25,120
2026-05-15,Tablet,39,120
2026-05-16,Tablet,43,120
2026-05-17,Tablet,48,120
2026-05-18,Tablet,32,120
2026-05-19,Tablet,32,120
2026-05-20,Tablet,38,120
2026-05-21,Tablet,28,120
2026-05-22,Tablet,32,120
2026-05-23,Tablet,40,120
2026-05-24,Tablet,40,120
2026-05-25,Tablet,29,120
2026-05-26,Tablet,33,120
2026-05-27,Tablet,28,120
2026-05-28,Tablet,40,120
2026-05-29,Tablet,25,120
2026-05-30,Tablet,43,120
2026-05-31,Tablet,41,120
2026-06-01,Tablet,42,120
2026-06-02,Tablet,34,120
2026-06-03,Tablet,40,120
2026-06-04,Tablet,23,120
2026-06-05,Tablet,35,120
2026-06-06,Tablet,52,120
2026-06-07,Tablet,47,120
2026-06-08,Tablet,42,120
2026-06-09,Tablet,31,120
2026-06-10,Tablet,45,120
2026-06-11,Tablet,52,120
2026-06-12,Tablet,33,120
2026-06-13,Tablet,45,120
2026-06-14,Tablet,59,120
2026-06-15,Tablet,48,120
2026-06-16,Tablet,34,120
2026-06-17,Tablet,35,120
2026-06-18,Tablet,37,120
2026-06-19,Tablet,30,120
2026-06-20,Tablet,45,120
2026-06-21,Tablet,45,120
2026-06-22,Tablet,35,120
2026-06-23,Tablet,41,120
2026-06-24,Tablet,43,120
2026-06-25,Tablet,53,120
2026-06-26,Tablet,36,120
2026-06-27,Tablet,62,120
